,InvoiceNo,StockCode,Description,Quantity,UnitPrice,CustomerID,Country,gross_profit,invoice_date,invoice_time
434119,C574031,POST,POSTAGE,-1,5.5,13394.0,United Kingdom,-5.5,2011-11-02,12:36:00
434706,C574057,23028,DRAWER KNOB CRACKLE GLAZE BLUE,-1,1.65,14102.0,United Kingdom,-1.65,2011-11-02,14:10:00
434707,C574057,22938,CUPCAKE LACE PAPER SET 6,-12,1.95,14102.0,United Kingdom,-23.4,2011-11-02,14:10:00
434760,C574061,22779,WOODEN OWLS LIGHT GARLAND ,-12,4.25,12474.0,Germany,-51.0,2011-11-02,14:18:00
434920,C574065,22616,PACK OF 12 LONDON TISSUES ,-12,0.39,13271.0,United Kingdom,-4.68,2011-11-02,14:43:00
434921,C574065,22615,PACK OF 12 CIRCUS PARADE TISSUES ,-12,0.39,13271.0,United Kingdom,-4.68,2011-11-02,14:43:00
434922,C574065,22614,PACK OF 12 SPACEBOY TISSUES,-12,0.39,13271.0,United Kingdom,-4.68,2011-11-02,14:43:00
434923,C574065,22945,CHRISTMAS METAL TAGS ASSORTED ,-24,0.85,13271.0,United Kingdom,-20.4,2011-11-02,14:43:00
434924,C574065,22944,CHRISTMAS METAL POSTCARD WITH BELLS,-12,0.39,13271.0,United Kingdom,-4.68,2011-11-02,14:43:00
435951,C574078,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,-1,4.25,14911.0,EIRE,-4.25,2011-11-02,16:16:00
435952,C574078,23427,STOOL HOME SWEET HOME ,-1,12.5,14911.0,EIRE,-12.5,2011-11-02,16:16:00
436057,C574083,22491,PACK OF 12 COLOURED PENCILS,-12,0.85,15521.0,United Kingdom,-10.2,2011-11-02,16:39:00
436248,C574095,22726,ALARM CLOCK BAKELIKE GREEN,-1,3.75,12674.0,France,-3.75,2011-11-03,09:54:00
436249,C574095,22614,PACK OF 12 SPACEBOY TISSUES,-1,0.39,12674.0,France,-0.39,2011-11-03,09:54:00
436250,C574095,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,-1,2.95,12674.0,France,-2.95,2011-11-03,09:54:00
436252,C574095,23237,SET OF 4 KNICK KNACK TINS LEAF,-1,4.15,12674.0,France,-4.15,2011-11-03,09:54:00
436253,C574095,23254,CHILDRENS CUTLERY DOLLY GIRL ,-1,4.15,12674.0,France,-4.15,2011-11-03,09:54:00
436423,C574137,23075,PARLOUR CERAMIC WALL HOOK,-10,4.15,14505.0,United Kingdom,-41.5,2011-11-03,11:21:00
436717,C574238,D,Discount,-1,11.84,13408.0,United Kingdom,-11.84,2011-11-03,12:39:00
436718,C574238,D,Discount,-1,39.7,13408.0,United Kingdom,-39.7,2011-11-03,12:39:00
436719,C574238,D,Discount,-1,11.59,13408.0,United Kingdom,-11.59,2011-11-03,12:39:00
436850,C574248,22486,PLASMATRONIC LAMP,-1,12.75,13925.0,United Kingdom,-12.75,2011-11-03,13:00:00
436997,C574254,M,Manual,-1,64.11,15527.0,United Kingdom,-64.11,2011-11-03,13:44:00
437052,C574259,23084,RABBIT NIGHT LIGHT,-45,1.79,15521.0,United Kingdom,-80.55,2011-11-03,13:52:00
437071,C574261,23325,RUSTIC STRAWBERRY JAM POT SMALL,-6,1.65,12683.0,France,-9.899999999999999,2011-11-03,14:00:00
437072,C574261,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,-1,2.55,12683.0,France,-2.55,2011-11-03,14:00:00
437073,C574261,21208,PASTEL COLOUR HONEYCOMB FAN,-5,0.39,12683.0,France,-1.9500000000000002,2011-11-03,14:00:00
437074,C574261,22636,CHILDS BREAKFAST SET CIRCUS PARADE,-4,8.5,12683.0,France,-34.0,2011-11-03,14:00:00
437075,C574261,23169,CLASSIC GLASS COOKIE JAR,-2,4.15,12683.0,France,-8.3,2011-11-03,14:00:00
437076,C574261,23236,STORAGE TIN VINTAGE DOILY ,-4,2.89,12683.0,France,-11.56,2011-11-03,14:00:00
437122,C574268,23110,PARISIENNE KEY CABINET ,-1,5.75,14359.0,United Kingdom,-5.75,2011-11-03,14:22:00
437426,C574291,22633,HAND WARMER UNION JACK,-1,2.1,15290.0,United Kingdom,-2.1,2011-11-03,15:19:00
437427,C574291,22262,FELT EGG COSY CHICKEN,-1,0.85,15290.0,United Kingdom,-0.85,2011-11-03,15:19:00
437428,C574291,22622,BOX OF VINTAGE ALPHABET BLOCKS,-6,11.95,15290.0,United Kingdom,-71.69999999999999,2011-11-03,15:19:00
437429,C574291,22138,BAKING SET 9 PIECE RETROSPOT ,-1,4.95,15290.0,United Kingdom,-4.95,2011-11-03,15:19:00
437430,C574291,21977,PACK OF 60 PINK PAISLEY CAKE CASES,-24,0.55,15290.0,United Kingdom,-13.200000000000001,2011-11-03,15:19:00
438440,C574318,22191,IVORY DINER WALL CLOCK,-1,8.5,16729.0,United Kingdom,-8.5,2011-11-03,19:11:00
438441,C574318,21264,WHITE GOOSE FEATHER TREE 60CM ,-6,1.95,16729.0,United Kingdom,-11.7,2011-11-03,19:11:00
438487,C574322,22423,REGENCY CAKESTAND 3 TIER,-24,10.95,15482.0,United Kingdom,-262.79999999999995,2011-11-03,19:42:00
438868,C574337,23080,RED METAL BOX TOP SECRET,-4,8.25,16979.0,United Kingdom,-33.0,2011-11-04,10:03:00
438883,C574339,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,-4,4.95,14629.0,United Kingdom,-19.8,2011-11-04,10:07:00
438979,C574344,POST,POSTAGE,-1,262.73,12415.0,Australia,-262.73,2011-11-04,10:18:00
439000,C574347,23427,STOOL HOME SWEET HOME ,-1,10.4,12500.0,Germany,-10.4,2011-11-04,10:28:00
439001,C574347,23395,BELLE JARDINIERE CUSHION COVER,-3,3.75,12500.0,Germany,-11.25,2011-11-04,10:28:00
439017,C574350,23224,CHERUB HEART DECORATION GOLD,-12,0.83,16637.0,United Kingdom,-9.959999999999999,2011-11-04,10:36:00
439018,C574350,23222,CHRISTMAS TREE HANGING GOLD,-12,0.83,16637.0,United Kingdom,-9.959999999999999,2011-11-04,10:36:00
439019,C574350,23225,CHERUB HEART DECORATION SILVER ,-12,0.83,16637.0,United Kingdom,-9.959999999999999,2011-11-04,10:36:00
439262,C574424,22141,CHRISTMAS CRAFT TREE TOP ANGEL,-1,2.1,16014.0,United Kingdom,-2.1,2011-11-04,11:23:00
439263,C574424,22144,CHRISTMAS CRAFT LITTLE FRIENDS,-2,2.1,16014.0,United Kingdom,-4.2,2011-11-04,11:23:00
439264,C574424,23322,LARGE WHITE HEART OF WICKER,-1,2.95,16014.0,United Kingdom,-2.95,2011-11-04,11:23:00
439342,C574443,23404,HOME SWEET HOME BLACKBOARD,-1,4.95,13890.0,United Kingdom,-4.95,2011-11-04,11:41:00
439344,C574447,POST,POSTAGE,-2,40.0,12704.0,Finland,-80.0,2011-11-04,11:44:00
439410,C574472,22791,T-LIGHT GLASS FLUTED ANTIQUE,-1,1.25,17690.0,United Kingdom,-1.25,2011-11-04,12:01:00
439411,C574472,84949,SILVER HANGING T-LIGHT HOLDER,-5,1.65,17690.0,United Kingdom,-8.25,2011-11-04,12:01:00
439461,C574473,23497,CLASSIC CHROME BICYCLE BELL ,-12,1.45,15809.0,United Kingdom,-17.4,2011-11-04,12:05:00
439462,C574473,23293,SET OF 12 FAIRY CAKE BAKING CASES,-8,0.83,15809.0,United Kingdom,-6.64,2011-11-04,12:05:00
439463,C574473,23284,DOORMAT KEEP CALM AND COME IN,-2,8.25,15809.0,United Kingdom,-16.5,2011-11-04,12:05:00
439464,C574473,23234,BISCUIT TIN VINTAGE CHRISTMAS,-6,2.89,15809.0,United Kingdom,-17.34,2011-11-04,12:05:00
439465,C574473,23084,RABBIT NIGHT LIGHT,-6,2.08,15809.0,United Kingdom,-12.48,2011-11-04,12:05:00
439466,C574473,22781,GUMBALL MAGAZINE RACK,-2,7.65,15809.0,United Kingdom,-15.3,2011-11-04,12:05:00
439467,C574473,21993,FLORAL FOLK STATIONERY SET,-12,1.25,15809.0,United Kingdom,-15.0,2011-11-04,12:05:00
439468,C574473,20749,ASSORTED COLOUR MINI CASES,-2,7.95,15809.0,United Kingdom,-15.9,2011-11-04,12:05:00
439889,C574483,22426,ENAMEL WASH BOWL CREAM,-4,3.75,14359.0,United Kingdom,-15.0,2011-11-04,12:48:00
439925,C574486,23118,PARISIENNE JEWELLERY DRAWER ,-2,7.5,15329.0,United Kingdom,-15.0,2011-11-04,12:56:00
439926,C574486,23110,PARISIENNE KEY CABINET ,-2,5.75,15329.0,United Kingdom,-11.5,2011-11-04,12:56:00
439927,C574487,85099B,JUMBO BAG RED RETROSPOT,-1,2.08,14112.0,United Kingdom,-2.08,2011-11-04,12:57:00
439928,C574487,23436,VINTAGE CHRISTMAS GIFT BAG LARGE ,-12,1.25,14112.0,United Kingdom,-15.0,2011-11-04,12:57:00
439929,C574487,23015,CORDIAL GLASS JUG,-4,8.25,14112.0,United Kingdom,-33.0,2011-11-04,12:57:00
439930,C574488,23470,CARD HOLDER LOVE BIRD LARGE ,-1,6.25,13050.0,United Kingdom,-6.25,2011-11-04,12:58:00
439931,C574489,23485,BOTANICAL GARDENS WALL CLOCK ,-2,25.0,18219.0,United Kingdom,-50.0,2011-11-04,13:03:00
439970,C574492,22725,ALARM CLOCK BAKELIKE CHOCOLATE,-1,3.75,16656.0,United Kingdom,-3.75,2011-11-04,13:06:00
439971,C574493,23103,JINGLE BELL HEART DECORATION,-3,1.65,14842.0,United Kingdom,-4.949999999999999,2011-11-04,13:09:00
439972,C574493,23117,POPPY FIELDS CHOPPING BOARD,-1,4.95,14842.0,United Kingdom,-4.95,2011-11-04,13:09:00
439973,C574493,23113,PANTRY CHOPPING BOARD,-1,4.95,14842.0,United Kingdom,-4.95,2011-11-04,13:09:00
439974,C574493,23114,VINTAGE LEAF CHOPPING BOARD  ,-2,4.95,14842.0,United Kingdom,-9.9,2011-11-04,13:09:00
439975,C574493,23234,BISCUIT TIN VINTAGE CHRISTMAS,-2,2.89,14842.0,United Kingdom,-5.78,2011-11-04,13:09:00
439976,C574493,23235,STORAGE TIN VINTAGE LEAF,-1,2.89,14842.0,United Kingdom,-2.89,2011-11-04,13:09:00
439977,C574493,23436,VINTAGE CHRISTMAS GIFT BAG LARGE ,-3,1.25,14842.0,United Kingdom,-3.75,2011-11-04,13:09:00
439978,C574493,23375,50'S CHRISTMAS PAPER GIFT BAG,-1,0.82,14842.0,United Kingdom,-0.82,2011-11-04,13:09:00
439979,C574493,22424,ENAMEL BREAD BIN CREAM,-1,12.75,14842.0,United Kingdom,-12.75,2011-11-04,13:09:00
439980,C574494,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,-1,7.95,15468.0,United Kingdom,-7.95,2011-11-04,13:11:00
439981,C574496,22197,POPCORN HOLDER,-4,0.85,14156.0,EIRE,-3.4,2011-11-04,13:13:00
439982,C574499,23404,HOME SWEET HOME BLACKBOARD,-1,4.95,14412.0,United Kingdom,-4.95,2011-11-04,13:14:00
439983,C574499,21218,RED SPOTTY BISCUIT TIN,-1,3.75,14412.0,United Kingdom,-3.75,2011-11-04,13:14:00
439984,C574500,84946,ANTIQUE SILVER T-LIGHT GLASS,-2,1.25,15598.0,United Kingdom,-2.5,2011-11-04,13:14:00
440070,C574503,23567,EGG CUP HENRIETTA HEN PINK,-1,1.25,16191.0,United Kingdom,-1.25,2011-11-04,13:19:00
440071,C574503,22178,VICTORIAN GLASS HANGING T-LIGHT,-1,1.95,16191.0,United Kingdom,-1.95,2011-11-04,13:19:00
440072,C574504,84279P,CHERRY BLOSSOM  DECORATIVE FLASK,-4,3.75,17434.0,United Kingdom,-15.0,2011-11-04,13:20:00
440073,C574504,22487,WHITE WOOD GARDEN PLANT LADDER,-1,9.95,17434.0,United Kingdom,-9.95,2011-11-04,13:20:00
440074,C574504,21408,SPOTTY PINK DUCK DOORSTOP,-2,4.25,17434.0,United Kingdom,-8.5,2011-11-04,13:20:00
440075,C574505,85099B,JUMBO BAG RED RETROSPOT,-1,2.08,13534.0,United Kingdom,-2.08,2011-11-04,13:22:00
440076,C574505,23200,JUMBO BAG PEARS,-1,2.08,13534.0,United Kingdom,-2.08,2011-11-04,13:22:00
440077,C574505,23199,JUMBO BAG APPLES,-1,2.08,13534.0,United Kingdom,-2.08,2011-11-04,13:22:00
440078,C574505,47567B,TEA TIME KITCHEN APRON,-1,5.95,13534.0,United Kingdom,-5.95,2011-11-04,13:22:00
440079,C574505,22386,JUMBO BAG PINK POLKADOT,-4,2.08,13534.0,United Kingdom,-8.32,2011-11-04,13:22:00
440102,C574507,22699,ROSES REGENCY TEACUP AND SAUCER ,-1,2.95,15345.0,United Kingdom,-2.95,2011-11-04,13:24:00
440103,C574507,22697,GREEN REGENCY TEACUP AND SAUCER,-1,2.95,15345.0,United Kingdom,-2.95,2011-11-04,13:24:00
440104,C574507,23462,ROCOCO WALL MIRROR WHITE,-1,19.95,15345.0,United Kingdom,-19.95,2011-11-04,13:24:00
440147,C574508,20977,36 PENCILS TUBE WOODLAND,-11,1.25,16463.0,United Kingdom,-13.75,2011-11-04,13:25:00
440148,C574510,22360,GLASS JAR ENGLISH CONFECTIONERY,-1,2.95,15110.0,United Kingdom,-2.95,2011-11-04,13:25:00
440150,C574510,22114,HOT WATER BOTTLE TEA AND SYMPATHY,-2,4.25,15110.0,United Kingdom,-8.5,2011-11-04,13:25:00
440173,C574512,23085,ANTIQUE SILVER BAUBLE LAMP  ,-6,10.4,12577.0,France,-62.400000000000006,2011-11-04,13:28:00
440203,C574515,79191C,RETRO PLASTIC ELEPHANT TRAY,-12,0.85,15159.0,United Kingdom,-10.2,2011-11-04,13:38:00
440204,C574515,79191B,RETRO PLASTIC POLKA TRAY,-12,0.85,15159.0,United Kingdom,-10.2,2011-11-04,13:38:00
440205,C574515,22187,GREEN CHRISTMAS TREE CARD HOLDER,-1,1.95,15159.0,United Kingdom,-1.95,2011-11-04,13:38:00
440206,C574515,22186,RED STAR CARD HOLDER,-1,1.95,15159.0,United Kingdom,-1.95,2011-11-04,13:38:00
440207,C574515,22698,PINK REGENCY TEACUP AND SAUCER,-1,2.95,15159.0,United Kingdom,-2.95,2011-11-04,13:38:00
440208,C574517,22098,BOUDOIR SQUARE TISSUE BOX,-7,0.39,17109.0,United Kingdom,-2.73,2011-11-04,13:40:00
440209,C574517,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-1,4.95,17109.0,United Kingdom,-4.95,2011-11-04,13:40:00
440245,C574522,22197,POPCORN HOLDER,-2,0.85,14292.0,United Kingdom,-1.7,2011-11-04,13:51:00
440246,C574524,84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,-1,0.19,17841.0,United Kingdom,-0.19,2011-11-04,13:53:00
440247,C574524,23264,SET OF 3 WOODEN SLEIGH DECORATIONS,-1,1.25,17841.0,United Kingdom,-1.25,2011-11-04,13:53:00
440248,C574524,22893,MINI CAKE STAND T-LIGHT HOLDER,-6,0.42,17841.0,United Kingdom,-2.52,2011-11-04,13:53:00
440249,C574524,22356,CHARLOTTE BAG PINK POLKADOT,-1,0.85,17841.0,United Kingdom,-0.85,2011-11-04,13:53:00
440250,C574524,22379,RECYCLING BAG RETROSPOT ,-1,2.1,17841.0,United Kingdom,-2.1,2011-11-04,13:53:00
440251,C574524,M,Manual,-1,12.75,17841.0,United Kingdom,-12.75,2011-11-04,13:53:00
440252,C574524,22947,WOODEN ADVENT CALENDAR RED,-2,7.95,17841.0,United Kingdom,-15.9,2011-11-04,13:53:00
440253,C574525,84659A,WHITE TRAVEL ALARM CLOCK,-1,2.55,17841.0,United Kingdom,-2.55,2011-11-04,13:55:00
440254,C574526,22273,FELTCRAFT DOLL MOLLY,-2,2.95,14567.0,United Kingdom,-5.9,2011-11-04,13:57:00
440255,C574527,22112,CHOCOLATE HOT WATER BOTTLE,-24,4.04,14156.0,EIRE,-96.96000000000001,2011-11-04,13:58:00
440858,C574548,22699,ROSES REGENCY TEACUP AND SAUCER ,-1,2.95,18044.0,United Kingdom,-2.95,2011-11-04,15:11:00
440983,C574558,22946,WOODEN ADVENT CALENDAR CREAM,-6,12.75,15187.0,United Kingdom,-76.5,2011-11-04,15:48:00
441512,C574584,85036C,ROSE 1 WICK MORRIS BOXED CANDLE,-180,1.0,15482.0,United Kingdom,-180.0,2011-11-04,18:11:00
441513,C574584,82494L,WOODEN FRAME ANTIQUE WHITE ,-48,2.55,15482.0,United Kingdom,-122.39999999999999,2011-11-04,18:11:00
441514,C574584,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,-24,8.15,15482.0,United Kingdom,-195.60000000000002,2011-11-04,18:11:00
441515,C574584,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-32,5.95,15482.0,United Kingdom,-190.4,2011-11-04,18:11:00
441516,C574584,82482,WOODEN PICTURE FRAME WHITE FINISH,-72,2.55,15482.0,United Kingdom,-183.6,2011-11-04,18:11:00
441517,C574584,72802C,VANILLA SCENT CANDLE JEWELLED BOX,-180,1.0,15482.0,United Kingdom,-180.0,2011-11-04,18:11:00
441518,C574584,72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,-162,1.0,15482.0,United Kingdom,-162.0,2011-11-04,18:11:00
441519,C574584,22423,REGENCY CAKESTAND 3 TIER,-24,10.95,15482.0,United Kingdom,-262.79999999999995,2011-11-04,18:11:00
441520,C574584,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,-64,2.75,15482.0,United Kingdom,-176.0,2011-11-04,18:11:00
441966,C574658,22384,LUNCH BAG PINK POLKADOT,-1,1.65,15426.0,United Kingdom,-1.65,2011-11-06,11:44:00
441967,C574658,20728,LUNCH BAG CARS BLUE,-1,1.65,15426.0,United Kingdom,-1.65,2011-11-06,11:44:00
441968,C574658,22662,LUNCH BAG DOLLY GIRL DESIGN,-1,1.65,15426.0,United Kingdom,-1.65,2011-11-06,11:44:00
441969,C574658,22383,LUNCH BAG SUKI DESIGN ,-1,1.65,15426.0,United Kingdom,-1.65,2011-11-06,11:44:00
441970,C574658,22534,MAGIC DRAWING SLATE SPACEBOY ,-2,0.42,15426.0,United Kingdom,-0.84,2011-11-06,11:44:00
441971,C574658,22197,POPCORN HOLDER,-3,0.85,15426.0,United Kingdom,-2.55,2011-11-06,11:44:00
441972,C574658,21155,RED RETROSPOT PEG BAG,-1,2.55,15426.0,United Kingdom,-2.55,2011-11-06,11:44:00
443823,C574712,23407,SET OF 2 TRAYS HOME SWEET HOME,-1,9.95,14502.0,United Kingdom,-9.95,2011-11-06,14:25:00
443824,C574712,22393,PAPERWEIGHT VINTAGE COLLAGE,-1,2.55,14502.0,United Kingdom,-2.55,2011-11-06,14:25:00
443825,C574712,21539,RED RETROSPOT BUTTER DISH,-1,4.95,14502.0,United Kingdom,-4.95,2011-11-06,14:25:00
443826,C574712,22778,GLASS CLOCHE SMALL,-1,3.95,14502.0,United Kingdom,-3.95,2011-11-06,14:25:00
445017,C574748,20725,LUNCH BAG RED RETROSPOT,-100,1.45,17107.0,United Kingdom,-145.0,2011-11-07,08:41:00
445018,C574748,22383,LUNCH BAG SUKI DESIGN ,-100,1.45,17107.0,United Kingdom,-145.0,2011-11-07,08:41:00
445019,C574748,22382,LUNCH BAG SPACEBOY DESIGN ,-100,1.45,17107.0,United Kingdom,-145.0,2011-11-07,08:41:00
445077,C574753,23404,HOME SWEET HOME BLACKBOARD,-2,4.95,13924.0,United Kingdom,-9.9,2011-11-07,09:20:00
445078,C574753,23227,FILIGREE HEART BUTTERFLY WHITE ,-3,1.25,13924.0,United Kingdom,-3.75,2011-11-07,09:20:00
445079,C574753,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-2,4.95,13924.0,United Kingdom,-9.9,2011-11-07,09:20:00
445230,C574825,22960,JAM MAKING SET WITH JARS,-1,4.25,16678.0,United Kingdom,-4.25,2011-11-07,10:58:00
445231,C574825,22900,SET 2 TEA TOWELS I LOVE LONDON ,-12,3.25,16678.0,United Kingdom,-39.0,2011-11-07,10:58:00
445236,C574828,21535,RED RETROSPOT SMALL MILK JUG,-3,2.55,16232.0,United Kingdom,-7.6499999999999995,2011-11-07,11:12:00
445541,C574850,23240,SET OF 4 KNICK KNACK TINS DOILY ,-10,4.15,14702.0,United Kingdom,-41.5,2011-11-07,12:03:00
445953,C574865,POST,POSTAGE,-1,15.0,12408.0,Belgium,-15.0,2011-11-07,12:30:00
446068,C574872,23486,ANTIQUE HEART SHELF UNIT,-2,14.55,13993.0,United Kingdom,-29.1,2011-11-07,13:00:00
446097,C574875,POST,POSTAGE,-1,4.41,16416.0,United Kingdom,-4.41,2011-11-07,13:06:00
446098,C574875,23347,I LOVE LONDON BEAKER,-16,1.25,16416.0,United Kingdom,-20.0,2011-11-07,13:06:00
446099,C574876,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,-2,7.95,14426.0,United Kingdom,-15.9,2011-11-07,13:13:00
446243,C574886,23169,CLASSIC GLASS COOKIE JAR,-1,3.75,14606.0,United Kingdom,-3.75,2011-11-07,14:07:00
446373,C574894,23236,STORAGE TIN VINTAGE DOILY ,-1,2.89,12597.0,Spain,-2.89,2011-11-07,14:43:00
446374,C574894,22071,SMALL WHITE RETROSPOT MUG IN BOX ,-3,3.75,12597.0,Spain,-11.25,2011-11-07,14:43:00
446375,C574894,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-6,2.95,12597.0,Spain,-17.700000000000003,2011-11-07,14:43:00
446376,C574894,21843,RED RETROSPOT CAKE STAND,-2,10.95,12597.0,Spain,-21.9,2011-11-07,14:43:00
446377,C574894,22553,PLASTERS IN TIN SKULLS,-12,1.65,12597.0,Spain,-19.799999999999997,2011-11-07,14:43:00
446378,C574894,22554,PLASTERS IN TIN WOODLAND ANIMALS,-12,1.65,12597.0,Spain,-19.799999999999997,2011-11-07,14:43:00
446379,C574894,23661,MILK MAIDS MUG ,-12,1.65,12597.0,Spain,-19.799999999999997,2011-11-07,14:43:00
446380,C574894,23458,DOLLY CABINET 3 DRAWERS ,-1,14.95,12597.0,Spain,-14.95,2011-11-07,14:43:00
446504,C574900,23131,MISTLETOE HEART WREATH CREAM,-5,4.15,17014.0,United Kingdom,-20.75,2011-11-07,15:11:00
446652,C574912,23173,REGENCY TEAPOT ROSES ,-2,8.15,13324.0,United Kingdom,-16.3,2011-11-07,15:51:00
446814,C574922,22867,HAND WARMER BIRD DESIGN,-12,2.1,15502.0,United Kingdom,-25.200000000000003,2011-11-07,16:39:00
446815,C574922,22633,HAND WARMER UNION JACK,-6,2.1,15502.0,United Kingdom,-12.600000000000001,2011-11-07,16:39:00
446816,C574922,22632,HAND WARMER RED RETROSPOT,-6,2.1,15502.0,United Kingdom,-12.600000000000001,2011-11-07,16:39:00
446817,C574922,22844,VINTAGE CREAM DOG FOOD CONTAINER,-2,8.5,15502.0,United Kingdom,-17.0,2011-11-07,16:39:00
446818,C574922,22635,CHILDS BREAKFAST SET DOLLY GIRL ,-8,8.5,15502.0,United Kingdom,-68.0,2011-11-07,16:39:00
446819,C574922,22635,CHILDS BREAKFAST SET DOLLY GIRL ,-67,8.5,15502.0,United Kingdom,-569.5,2011-11-07,16:39:00
446820,C574922,22197,POPCORN HOLDER,-64,0.85,15502.0,United Kingdom,-54.4,2011-11-07,16:39:00
446821,C574922,21167,WHITE SAGE INCENSE,-50,0.21,15502.0,United Kingdom,-10.5,2011-11-07,16:39:00
446822,C574922,23161,REGENCY CAKE FORK,-12,1.25,15502.0,United Kingdom,-15.0,2011-11-07,16:39:00
446823,C574922,23159,SET OF 5 PANCAKE DAY MAGNETS,-12,2.08,15502.0,United Kingdom,-24.96,2011-11-07,16:39:00
446824,C574922,23158,SET OF 5 LUCKY CAT MAGNETS ,-12,2.08,15502.0,United Kingdom,-24.96,2011-11-07,16:39:00
446825,C574922,23154,SET OF 4 JAM JAR MAGNETS,-12,2.08,15502.0,United Kingdom,-24.96,2011-11-07,16:39:00
446826,C574922,22659,LUNCH BOX I LOVE LONDON,-12,1.95,15502.0,United Kingdom,-23.4,2011-11-07,16:39:00
446827,C574922,22631,CIRCUS PARADE LUNCH BOX ,-12,1.95,15502.0,United Kingdom,-23.4,2011-11-07,16:39:00
446828,C574922,23297,SET 40 HEART SHAPE PETIT FOUR CASES,-4,1.65,15502.0,United Kingdom,-6.6,2011-11-07,16:39:00
447089,C574946,22960,JAM MAKING SET WITH JARS,-2,4.25,12656.0,France,-8.5,2011-11-08,08:55:00
447598,C574954,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,-6,2.89,18223.0,United Kingdom,-17.34,2011-11-08,09:52:00
447599,C574954,23319,BOX OF 6 MINI 50'S CRACKERS,-1,2.49,18223.0,United Kingdom,-2.49,2011-11-08,09:52:00
447600,C574954,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-3,4.95,18223.0,United Kingdom,-14.850000000000001,2011-11-08,09:52:00
447601,C574954,23235,STORAGE TIN VINTAGE LEAF,-1,2.89,18223.0,United Kingdom,-2.89,2011-11-08,09:52:00
447630,C574955,23198,PANTRY MAGNETIC  SHOPPING LIST,-3,1.45,15066.0,United Kingdom,-4.35,2011-11-08,09:56:00
447631,C574955,20979,36 PENCILS TUBE RED RETROSPOT,-16,1.25,15066.0,United Kingdom,-20.0,2011-11-08,09:56:00
447632,C574955,22423,REGENCY CAKESTAND 3 TIER,-1,12.75,15066.0,United Kingdom,-12.75,2011-11-08,09:56:00
447633,C574955,23110,PARISIENNE KEY CABINET ,-2,5.75,15066.0,United Kingdom,-11.5,2011-11-08,09:56:00
447634,C574955,22666,RECIPE BOX PANTRY YELLOW DESIGN,-1,2.95,15066.0,United Kingdom,-2.95,2011-11-08,09:56:00
447635,C574955,22960,JAM MAKING SET WITH JARS,-2,4.25,15066.0,United Kingdom,-8.5,2011-11-08,09:56:00
447636,C574955,23080,RED METAL BOX TOP SECRET,-1,8.25,15066.0,United Kingdom,-8.25,2011-11-08,09:56:00
447637,C574955,23235,STORAGE TIN VINTAGE LEAF,-5,2.89,15066.0,United Kingdom,-14.450000000000001,2011-11-08,09:56:00
447638,C574955,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-2,4.95,15066.0,United Kingdom,-9.9,2011-11-08,09:56:00
447639,C574955,22424,ENAMEL BREAD BIN CREAM,-2,12.75,15066.0,United Kingdom,-25.5,2011-11-08,09:56:00
447640,C574955,22139,RETROSPOT TEA SET CERAMIC 11 PC ,-3,4.95,15066.0,United Kingdom,-14.850000000000001,2011-11-08,09:56:00
447641,C574957,23084,RABBIT NIGHT LIGHT,-5,2.08,17924.0,United Kingdom,-10.4,2011-11-08,09:57:00
447995,C574999,23133,LARGE IVORY HEART WALL ORGANISER,-1,8.25,17289.0,United Kingdom,-8.25,2011-11-08,11:06:00
448017,C575004,48138,DOORMAT UNION FLAG,-4,8.25,13587.0,United Kingdom,-33.0,2011-11-08,11:17:00
448018,C575004,23284,DOORMAT KEEP CALM AND COME IN,-4,8.25,13587.0,United Kingdom,-33.0,2011-11-08,11:17:00
448059,C575013,M,Manual,-96,0.19,16253.0,United Kingdom,-18.240000000000002,2011-11-08,11:23:00
448135,C575035,22320,BIRDS MOBILE VINTAGE DESIGN,-1,5.95,15005.0,United Kingdom,-5.95,2011-11-08,11:38:00
448136,C575035,20728,LUNCH BAG CARS BLUE,-1,1.65,15005.0,United Kingdom,-1.65,2011-11-08,11:38:00
448137,C575035,22066,LOVE HEART TRINKET POT,-1,0.39,15005.0,United Kingdom,-0.39,2011-11-08,11:38:00
448138,C575035,37447,CERAMIC CAKE DESIGN SPOTTED PLATE,-1,1.49,15005.0,United Kingdom,-1.49,2011-11-08,11:38:00
448139,C575035,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-1,4.95,15005.0,United Kingdom,-4.95,2011-11-08,11:38:00
